gene_symbol,PEMN_1,PEMN_2,PEMN_3,PEMN_4,PIMN_1,PIMN_2,PIMN_3,PIMN_4,PIMN_5,PIN_1,PIN_2,PSN,PSVN_1,PSVN_2,Glia_1,Glia_2,Glia_3,Glia_4,Glia_5,Glia_6
IGFBP3,15135,11348,16234,14118,6273,1166,8353,5958,1296,471,1500,914,5941,13903,14690,14604,14934,10583,14216,14952
IGFBP4,11148,3494,7690,2401,297,773,703,4760,63,1254,368,8120,225,1158,15549,15994,15811,16249,16191,16213
IGFBP5,592,11422,6045,4704,11493,6167,16197,16201,4370,2888,2938,1707,2383,3208,13523,13386,14188,13718,13950,13566
IGFBP6,6902,13415,15550,2435,4226,3033,15068,8452,3452,1656,3766,14555,8509,1360,13437,14693,13265,12473,13628,13787
IGFBP7,670,1659,1204,520,92,3828,2150,1104,2616,1132,3011,1638,501,2702,16060,16207,16181,16225,16197,15993
IGFBPL1,10880,5750,1439,6887,15856,14794,7731,16174,10631,490,1561,245,1680,15331,10934,13270,11838,11749,11237,13039
IGFL4,10257,10004,3402,9525,11555,5485,5728,6582,9229,16087,10298,6557,10384,3104,11119,7531,8764,6780,5543,7471
IGFN1,11939,865,5368,747,2827,13837,8561,4568,2496,15784,2097,2492,2483,15463,12339,13163,15029,13024,13727,14694
IGHMBP2,9365,3711,5346,767,9532,12243,13100,8134,11465,13453,9261,8940,1359,13364,8733,3272,7006,8888,2194,6667
IGIP,3942,11726,14463,1459,8157,377,14038,15230,1084,3116,6109,13753,4207,10067,11174,11847,12061,9528,11687,11270
IGJ,15151,11291,11937,12943,586,11092,1958,6682,15670,9457,119,1564,16056,4872,4053,7758,5523,14650,8196,10165
IGLL1,15305,5231,346,15721,1495,13110,1495,1918,11419,14780,10571,4796,12396,11238,7504,5069,5015,12690,6894,7318
IGLON5,7822,13316,15442,4683,3869,3276,11721,9224,2735,5238,10487,12095,3550,13032,4567,7659,6767,6720,7773,8073
IGSF1,8537,7184,10320,15362,8360,10633,8389,5849,355,1980,1218,15791,13417,1368,13344,14094,13233,13326,11741,12649
IGSF10,9775,7120,9162,737,10672,7648,15492,11418,15018,14247,10338,629,4138,5505,7837,8022,7563,8692,8354,10056
IGSF11,2214,7006,14893,15742,15598,8727,150,15258,3455,1777,682,355,146,91,16033,15670,16047,8425,14894,15518
IGSF11-AS1,2486,1051,303,896,12626,335,291,6882,262,772,16078,4524,16207,2279,16011,14829,15421,15068,15142,16106
IGSF21,8285,7245,2647,8614,7128,4656,3565,3493,5042,4453,16272,1394,6177,2832,14144,14796,14700,15090,14568,14314
IGSF22,14451,12208,9781,12001,4383,8172,2635,4655,9632,15693,14220,2801,2721,2341,5348,6889,10097,12099,6403,7943
IGSF23,15500,11256,3058,14348,450,15748,3136,1977,11552,13864,4377,5569,11783,350,8411,11404,12022,12372,10204,9241
IGSF3,4639,10758,11011,2219,7994,1226,16004,15548,2482,4400,8549,6056,5812,14525,6999,8829,7786,7649,8361,8201
IGSF5,15757,13739,1031,2834,15804,15448,2045,9371,15296,12426,12841,83,2427,243,15007,6160,7763,11684,9369,12230
IGSF6,12496,2479,7366,13033,14269,5036,3310,5401,8571,11328,222,3140,15247,15986,12985,7063,10152,8307,2966,6703
IGSF8,5117,8488,6759,2224,6433,2903,12650,10781,3801,3462,11148,15795,4794,11323,9030,10428,9687,8222,9624,9905
IGSF9B,3944,1647,3106,2169,6388,42,3833,13147,14753,13054,15188,5673,13785,7947,148,10494,9345,87,15879,15679
IK,10534,13307,9772,13509,2249,4667,12018,12256,4507,9722,12853,11133,2043,6944,5354,7910,3847,4175,1730,3449
IKBIP,13730,13370,11930,8889,2233,13959,9530,4432,10353,13409,7560,6693,11932,4629,1228,3770,3972,6401,2480,4253
IKBKAP,5536,6021,8129,8045,14522,5209,8978,8152,9254,11725,14088,7200,13847,13741,2476,961,3200,371,6345,2381
IKBKB,6342,12128,6948,14561,13440,12541,7023,10342,15536,8929,5220,7204,13618,495,2677,4588,8360,10293,3520,756
IKBKE,15575,6830,782,430,4273,11688,7073,2653,12755,14907,15367,9848,1453,1541,12646,13205,11541,11486,11846,11914
IKBKG,9728,7829,12970,14605,11484,9508,12148,11472,1690,2727,12355,12936,3356,5283,3775,5326,4719,3923,7525,5179
IKZF1,2314,11338,3013,8445,6816,14705,8596,1272,15972,5573,727,8182,3813,14427,9123,10800,12311,11954,8766,8811
IKZF2,6425,412,4345,8340,7206,2419,669,14657,43,2911,13594,3319,10479,7,16196,16149,16131,1697,13515,15652
IKZF3,14250,13757,10041,9092,2804,12633,2695,1254,5893,16039,6687,2760,7790,4012,8972,10958,10559,13746,8969,10377
IKZF4,1374,4869,11667,13959,12032,12278,2387,8024,14836,12560,6943,4494,15303,6919,2312,5298,3258,5476,4695,1890
IKZF5,8058,12073,13586,13020,15007,1678,10983,11460,6725,4679,8363,11754,13993,6450,1225,3240,3420,850,3921,6047
IL10,10126,133,15114,7182,12383,9941,12857,8308,6712,10891,15562,2148,386,558,15235,13343,15096,9111,8712,5528
IL10RA,861,2254,1488,2796,10678,7589,8268,14609,11457,14336,1279,14945,12458,1429,13019,14268,11693,10030,13136,14824
IL10RB,6235,8816,9729,13407,57,9199,8625,12352,11205,1835,9561,8567,15012,14394,14522,2445,5491,1268,5953,5004
IL10RB-AS1,7602,15402,14866,16197,9900,12383,32,2774,875,184,655,1503,9688,790,15793,15846,15810,9414,15607,15529
IL11,12606,4277,1059,7250,9376,5672,1894,3589,2443,2268,4932,16273,10029,3800,14967,15252,15104,15574,15111,15195
IL11RA,873,4068,12152,7192,12724,337,7244,12911,6798,10832,2752,14172,15109,9117,7841,12048,7935,6766,7701,6316
IL12A,7875,4384,2279,2764,10526,3685,16277,6876,8952,1517,4970,1204,8040,3828,14848,15324,15222,15228,15082,15073
IL12RB1,14948,5525,7362,14391,2648,13725,4105,1604,13767,14562,10892,3776,8257,5244,4680,4254,6477,11082,3792,4176
IL12RB2,13098,6012,903,14157,1963,14919,732,762,13855,14938,11491,8805,7978,1631,11645,7796,13379,11363,12461,12848
IL13RA1,7760,3640,2186,2389,8185,5305,6307,4727,4274,9544,4419,16223,7517,4544,14675,14728,14249,13830,14120,14862
IL13RA2,3920,2137,802,1284,13231,5169,12082,15662,6360,1013,5436,1767,13740,16219,13003,13942,13800,13481,14097,14586
IL15,15689,15270,11758,16260,9350,3656,2565,7108,7772,1991,3418,1313,9479,3774,8598,12495,9934,8819,11643,10611
IL15RA,11618,6842,2210,11510,8001,15418,8789,2429,13041,15153,12462,3653,2527,3635,6922,5651,6467,10781,7847,8350
IL16,8931,4594,8369,12170,11705,11175,7998,405,8103,7077,12584,11884,12146,13930,7308,8998,3734,8984,609,257
IL17B,9820,10313,2665,16217,2056,8875,11485,1627,13818,215,9253,8788,5376,9039,12802,13247,9985,12343,9074,7661
IL17D,9732,6522,2718,15062,10543,8454,10408,7282,11665,5202,11647,14749,1113,6149,2370,7973,3499,5144,9846,4243
IL17F,12480,14519,15703,8120,10400,6705,1701,1922,328,15715,2712,548,15787,2497,13243,14279,13235,13922,14845,13424
IL17RA,9212,9799,12967,13173,3024,12509,6522,2711,9546,11114,8077,12616,1056,5249,9198,10955,7236,9487,3737,5432
IL17RB,2671,7649,2717,2762,364,10960,8878,3113,4629,16196,11255,4572,11031,4456,15283,4179,10479,15021,14174,14703
IL17RC,7735,6176,15629,7885,11360,9133,5022,13938,8177,5972,10955,11951,5814,2169,11340,7312,4355,6957,6831,4613
IL17RD,9496,328,13968,6744,4141,13031,10120,6587,10415,6805,9009,12086,10187,9389,11927,2808,5417,8597,3578,5345
IL17RE,13656,16091,15854,5643,8513,8901,5834,6411,7928,2572,10263,3443,222,11062,9246,5388,8320,12786,4028,6176
IL17REL,268,6671,9135,15772,5807,11197,4867,3996,2020,12520,15813,2618,13300,622,13728,7087,13938,14987,6090,9750
IL18,11200,4428,3403,10661,6710,14414,4857,7590,13043,13367,14873,2794,850,12409,1700,2347,6566,10109,3900,4689
IL18BP,1231,3797,2639,4723,13527,1102,12166,15650,3785,4670,1599,16026,10076,1700,13903,14835,14735,11414,14173,14406
IL18R1,6147,16208,2340,6942,10611,12479,11057,339,3048,13787,12454,6573,2979,821,8643,11626,11515,9738,14234,11328
IL18RAP,9880,746,3225,15438,2475,7357,2620,3794,4544,16152,1895,4215,15178,1926,12992,14427,15250,15078,13266,13351
IL19,11897,5088,3350,5243,3380,15760,4484,2466,5900,14734,14924,5432,14721,2903,5263,6726,7720,12517,9130,5285
IL1R1,6236,14641,5760,6530,2043,14243,8530,2749,12318,15246,8217,5201,7472,6621,4035,8735,2362,12425,6383,5884
IL1R2,14895,6128,9279,11091,1986,9981,7510,1432,846,16096,12824,1409,859,1096,12271,13218,15132,15555,14640,13662
IL1RAP,4395,2194,791,1402,5499,4402,1263,2164,1593,4159,1763,1367,5006,2025,15319,16021,15884,15722,16266,16241
IL1RAPL1,13151,8473,3327,12965,14824,9851,1433,10505,9608,6892,1642,94,16203,15452,13339,9915,10973,558,5827,3752
IL1RAPL2,11755,3554,1890,11208,100,15337,1382,956,6870,10702,6653,3055,500,4991,15246,16249,15472,8440,15269,1617
IL1RL2,10555,15739,14752,15372,2049,9258,8274,4421,11230,770,15121,3343,6478,3655,2020,5764,8233,7827,14476,5083
IL1RN,14153,1582,5373,1337,9421,12203,2758,2300,16172,15568,3188,687,4483,2814,14154,15026,14154,15234,14747,14871
IL20RA,8141,3511,984,6395,8914,13290,12655,12303,16263,2420,5311,4140,9633,1592,10757,12866,13055,12812,11876,12392
IL20RB,1604,15949,10542,13967,3074,15367,8473,4585,12433,7443,1119,2345,12688,5177,10295,7366,9976,8215,5195,5988
IL21,6610,2489,687,2156,8069,9907,3874,3185,919,1357,15799,1018,16276,3486,15308,15432,15500,15348,14736,15255
IL21R,4840,1362,2479,4713,5538,9340,4182,1164,7339,14712,5343,12944,13261,15462,10332,11473,10890,13257,10162,10242
IL22RA1,15909,6267,386,8821,9346,14548,1837,10298,8896,3322,11532,13622,136,12609,11932,11842,7676,5491,3721,8398
IL22RA2,8663,760,1038,14401,10695,14093,14193,1304,12620,15686,1917,337,2188,1946,13337,13943,15164,16010,14742,14024
IL23R,11904,13230,2955,10084,538,13684,3259,785,13577,14530,15022,4047,8745,7910,7922,8018,5699,8187,6828,5016
IL26,7250,3063,2651,16246,3758,5899,10578,490,14542,4805,894,3646,9143,13813,14127,13115,12922,14351,10335,10502
IL27,1447,13486,11742,14343,695,10561,143,262,6314,13925,13906,5510,15077,9911,8730,8830,9669,13846,4373,8235
IL27RA,12272,5015,8592,9261,9551,12327,7490,1267,12617,14826,8052,7124,5334,11889,3628,6020,3952,7931,4969,5187
IL2RA,13660,5161,9608,8206,3455,13241,12102,1503,5941,14706,5680,8879,10315,9428,4640,6222,4643,9764,4334,5469
IL2RB,16062,8718,13213,14855,5678,15472,1473,896,7174,2752,219,4575,15784,4394,10370,7956,8051,11077,10630,8770
IL2RG,4993,1860,14119,1591,6264,11038,634,16230,604,1166,3589,12126,5292,3068,14464,15083,15596,14107,15727,14293
IL31RA,9699,15729,16202,15709,3717,6725,1651,3257,4272,1925,5475,1585,8652,8875,11207,12212,12543,12522,13203,11862
IL32,3811,5366,15469,15895,2496,11206,12201,3148,11143,29,6601,6646,12623,6498,5344,10360,7085,13689,14111,13806
IL33,6277,16046,884,4540,14999,15982,5732,2028,6865,1818,7771,1386,16239,226,15461,11670,10669,10806,11807,12669
IL34,12155,14451,6050,13537,7734,15618,3881,790,13815,13845,2209,2834,13735,3200,3704,12145,8724,11857,7994,3969
IL36B,6683,6757,1776,4389,9047,15205,1577,162,6073,6244,14156,15024,15241,7096,10764,9596,10544,13829,7463,6256
IL3RA,10232,6385,3660,14363,146,14027,4636,1362,15881,11141,13272,4620,3939,79,15537,8836,14079,12219,5933,14667
IL4I1,7583,15981,14192,14843,1961,13629,2162,1048,11864,3638,5276,6242,13723,5030,7791,6785,6294,7403,13357,2245
IL4R,7102,2086,2354,6493,13594,12920,3084,7057,9123,3492,2672,15967,10302,12990,9820,9790,9434,11676,7929,10246
IL5,10011,10830,9679,12645,15636,14146,6386,1298,3329,15603,123,146,15084,6449,11528,9993,11474,9602,9788,14742
IL5RA,8524,3956,11057,8024,1112,9784,3612,2961,5462,13927,15879,5651,10743,8306,5464,7570,8523,10477,7826,6422
IL6,8417,3498,749,1716,8637,6441,1535,4026,1302,3220,3765,1388,5647,3184,14979,15190,15466,15652,16278,16210
IL6R,15360,3999,8245,14440,13080,9641,10539,6829,14204,10839,80,2326,2517,14311,226,4562,631,4714,14510,14542
IL6ST,676,8738,15916,10083,1676,3750,12996,9794,1086,3008,3562,11905,271,5679,4643,15655,10668,3781,15775,15661
IL7,11199,14038,8293,14012,15426,5194,2946,11881,12495,5731,13560,7257,11421,9298,1380,1580,364,1251,867,1006
IL7R,14556,1409,14851,15765,10815,8892,1211,1575,15548,12513,897,1678,13895,1055,12759,12442,10979,11409,14701,13464
IL9R,9341,787,1128,688,7220,13789,880,1342,4046,13608,15919,10272,15877,1991,12565,13512,13222,14001,13994,13356
ILDR1,9620,4587,3592,16181,1552,16040,12199,3592,4771,6493,1375,1834,1401,1519,14749,11998,14217,15276,12263,15047
ILDR2,11245,11075,15667,14767,10796,3407,9941,6867,5213,13023,3905,9080,860,2153,6899,8508,12256,7173,12625,8680
ILF2,2733,12146,14823,3944,7126,3961,13586,12597,3714,3354,2191,10504,3613,15216,7991,8654,5813,7459,13860,9842
ILF3,4719,11412,13415,8248,10876,4011,12211,13903,5909,8453,6389,11980,3612,10383,5306,4283,5006,3400,5880,6806
ILF3-AS1,3396,13488,16019,7086,3569,6369,15435,9821,2359,5012,3122,6961,2007,8417,11839,9514,10791,13668,7833,7923
ILK,4781,13083,4192,10646,5126,4176,10564,9126,8063,12618,8916,12606,4617,13462,805,6642,6097,5548,7111,2788
ILKAP,8508,7878,11222,6742,12909,4414,3009,8462,11824,5527,14152,12395,4630,12756,7682,5279,9621,278,9857,3043
ILVBL,14707,8309,13241,12011,8332,10619,8748,4687,3065,5272,3360,12783,4144,14646,4940,6506,5653,5611,7846,4259
IMMP1L,8592,6966,10657,14004,3868,10478,5416,13020,14577,9676,9347,4921,13774,9135,7868,842,4537,4124,713,253
IMMP2L,3795,1753,3555,7094,13065,7527,4060,13615,14766,15165,9536,6082,9238,9566,14311,9753,12433,99,8084,3917
IMMT,7373,6290,6123,10478,10902,6306,9840,15241,9450,9602,10774,10975,11199,10106,1549,2993,1050,2164,2688,2849
IMP3,1495,13026,8984,5593,8194,5308,15808,6523,9295,3252,709,14757,9061,5108,9221,9983,10346,12108,10700,12472
IMP4,4911,8046,14032,4447,2408,1603,13758,7066,2501,4319,5783,15334,2699,11197,10826,12307,12160,11376,12764,11322
IMPA1,923,4996,10821,8542,10806,3898,14315,10476,6633,5713,4269,14885,5356,8697,10689,7704,10737,7093,7760,8246
IMPA2,15825,16,8475,7302,15342,16053,3101,16008,3882,2628,2962,501,446,7304,15293,11499,15341,14595,10310,9809
IMPACT,5445,5288,13488,6725,10529,7641,12468,11201,9168,11133,8788,11665,11463,4409,6423,4237,5429,5594,3883,2199
IMPAD1,6284,12972,14329,1618,5174,951,13119,15547,2737,4187,10510,12035,2077,10340,7422,9014,8557,7174,9769,9751
IMPDH1,2304,4683,5814,5049,12868,6720,15213,15212,3201,10170,8047,10300,3077,13621,2755,7324,5291,6141,6040,6399
IMPDH2,6892,14008,11815,1913,12282,4559,15779,14766,4620,1918,8027,12075,987,7896,5074,9053,6838,6183,12554,8044
IMPG1,10839,7531,2391,9204,1201,13116,3422,2102,5692,13829,7856,5190,1787,16048,9171,9102,10245,9816,12118,10886
IMPG2,2484,13344,1613,13849,15095,6657,3965,14198,8890,7241,15600,6150,12038,11406,1690,1485,5151,1349,2605,2364
INA,5559,10312,15145,3717,6832,1390,15677,13806,2522,4746,2956,9429,2356,13005,8121,10405,9988,9625,10745,10665
INADL,12943,14658,12735,15466,10467,9643,2269,6071,7528,7341,14756,4942,9892,6945,2212,1924,1689,4052,1431,1819
INCA1,10979,9277,13650,14471,6066,13991,1976,3892,7014,1376,670,5899,6197,15873,10139,11026,9599,12751,10278,8117
INCENP,7730,12638,547,5015,14755,7314,5813,9110,14062,16043,10660,891,1782,11080,11388,9757,12981,9803,10034,7757
INF2,650,2603,6681,2015,11184,887,9339,14663,3557,4759,6148,15730,12928,13163,12915,12034,13529,5027,12093,10530
ING1,2828,12687,15294,1379,12849,3242,7409,14187,712,392,6070,10190,4022,15811,11777,13365,11220,10163,14437,13249
ING2,1293,2693,14796,1529,6757,3107,11666,3571,1388,12024,13196,14522,10756,5026,11130,12243,12725,10391,11948,14204
ING3,9247,4878,7891,9509,2010,11254,6475,10609,15511,3585,10247,8858,1208,14860,5254,5653,2519,2545,9521,8510
ING4,8972,9807,6274,13418,3655,13151,9029,5659,7322,14748,8654,8158,6471,8777,4033,4305,3726,6830,1559,3940
ING5,6185,3506,10937,6031,9549,2531,3943,11494,7467,8859,11666,8011,10612,15866,4129,7512,4052,3289,8670,6644
INHA,9180,11389,4111,2898,15988,5694,7091,15690,15751,7695,6076,7457,3248,10204,4175,2650,4062,6237,2982,4195
INHBA,4505,1695,8410,1460,5663,4448,15251,15939,521,1102,3359,737,4818,2925,14369,15041,14502,15235,16252,15667
INHBB,16188,1658,468,1409,15866,11607,548,16252,14096,1081,3298,720,4712,2885,14321,15479,15159,13770,15427,14075
INHBC,16164,14566,11500,15217,6167,15774,5165,4756,5936,2247,9235,385,2470,171,13196,10700,14359,12776,6667,9041
INHBE,16152,419,3401,339,11261,7336,697,6282,16042,15033,1204,4429,10744,1357,13134,12762,15236,15804,10040,14928
INIP,3797,7841,6125,9212,10783,7797,5295,5893,9009,14531,14534,12492,6823,2991,7694,6115,7310,6018,6391,7227
INMT,15380,1476,417,1242,14003,6692,11521,2167,16177,15591,3027,636,4175,2712,14193,15235,15460,15852,14950,13827
INMT-FAM188B,12180,2506,1849,8715,13903,16259,1181,625,14102,314,11047,1179,15489,11371,10572,11549,13309,13970,13045,13343
INO80,11162,8749,2839,12050,13053,10703,3774,8808,12096,11557,11717,10486,13003,11947,1485,925,1577,2022,1176,1269
INO80B,9394,1015,9262,4982,9712,834,10477,9676,715,2024,12112,16110,13030,2252,13944,14061,14358,13427,12954,13396
INO80D,7152,7483,5712,7510,15558,10390,7472,14583,7301,6822,15517,8122,5100,7875,4254,2072,7658,423,3149,1839
INO80E,8288,11366,11964,6413,1361,5779,11066,5571,6214,6939,12243,12570,550,14573,7814,8657,7239,7749,6490,5334
INPP1,1767,8296,12824,6270,14821,8723,9657,15890,14876,2489,7743,7141,3705,8588,1120,889,3657,2796,10919,11868
INPP4A,12188,14884,7516,7990,14468,5560,10751,14747,12774,5267,9343,8061,10423,10131,227,520,449,649,6079,2730
INPP4B,11734,6973,9394,16238,3877,9495,3733,3192,14782,3894,2987,2325,13190,8454,14137,6756,10541,4325,10157,7780
INPP5A,5026,4827,2764,182,4724,12,3100,16101,1039,5805,9620,9681,66,5272,15952,14313,16028,131,15853,16042
INPP5B,7162,11968,9661,13686,11877,11721,1689,4913,13685,12269,13734,6211,11523,6725,2198,2826,3205,4827,2587,778
INPP5D,14530,1869,9849,14078,2080,15489,7776,1009,13281,11731,11023,2944,4565,6613,7538,5679,5920,13020,5111,5760
INPP5E,2516,10780,5144,14688,12665,707,11649,14006,4229,6533,1753,14543,9296,10762,8213,7939,7354,6740,6805,6981
INPP5F,9553,12111,15293,10986,9180,6144,8947,8842,3089,5030,9497,12520,5094,11420,900,11403,4019,2285,7998,4568
INPP5J,11562,6810,4034,13979,14415,2964,15178,3829,15370,9981,9258,8330,13543,260,4168,6274,3988,12879,5257,5480
INPP5K,10874,8247,9705,4830,3346,6496,9909,9247,3020,11103,12344,14520,3909,10231,6449,5223,6649,6200,6366,6241
INPPL1,13050,7847,14163,2123,8267,2293,11513,15554,1030,4828,6816,13610,8329,10404,7222,11821,8408,5290,7852,6461
INS-IGF2,15457,1292,5598,1105,4239,6768,11869,8771,6773,898,16236,571,3703,2542,14556,14338,13345,14670,14880,15528
INSC,2851,1237,376,1953,1951,1164,384,1271,420,1261,3409,1067,3155,3908,16178,16195,16249,16040,16182,16045
INSIG1,3057,5752,15027,4554,6524,523,14838,11870,2172,12066,3908,12113,4394,6066,8630,10386,9882,8940,13643,13990
INSIG2,1654,2248,14209,3690,6939,2763,11004,9452,6819,6224,9580,14212,6577,13418,8896,10072,9884,7028,7808,9167
INSL3,15188,4024,290,865,7479,11570,6559,5471,3561,749,2340,15190,14369,15940,13741,13860,14286,14193,12908,12896
INSL6,1747,4506,8843,12395,15166,4676,4280,7796,15519,15257,13819,1217,3583,4123,9139,8865,8801,7989,6854,9797
INSR,9821,4318,9410,8637,9994,8623,10301,5697,8705,14149,14538,8335,8685,7511,3390,7375,3960,4529,1304,1374
INSRR,16017,11892,1086,15044,1867,15629,635,1013,7693,9879,12265,6586,13903,5127,8569,3174,6700,14078,3783,2864
INTS1,13170,12669,5067,12396,12975,159,9335,14881,2148,4056,3386,15064,1660,13211,10130,8474,8762,4908,10134,7733
INTS10,44,235,2429,654,11311,12822,6871,14815,15918,5663,12095,5392,14351,10898,15618,1094,12347,7952,716,15068
INTS12,4846,5119,4670,11793,12077,12612,10711,10756,15985,6588,3812,4334,9865,13384,4317,2012,5497,6858,1205,5023
INTS2,9673,8859,6299,4716,9806,10021,7401,11546,11160,12628,11975,6719,9496,14588,3624,2038,4652,3240,1223,476
INTS3,5392,5084,8763,10693,14410,1113,7306,11823,11983,14701,9899,9629,11104,5208,5328,4486,2980,3168,5013,7286
INTS4,5653,3599,5938,13385,14291,13723,5096,6293,10134,10071,14286,7758,13843,8607,1572,2760,2437,4360,153,862
INTS5,2776,14532,5540,982,6537,398,15601,3124,291,2482,8892,11656,3273,15880,12460,14161,13608,12642,14584,13213
INTS6,8014,10766,13166,12476,13738,1948,3301,7727,9837,8650,14076,9943,5725,9703,10555,402,694,201,8875,13578
INTS6-AS1,2400,6822,13859,7996,7769,9963,15902,3244,5178,4057,7215,12313,6455,8665,9365,8275,8167,9572,7406,6362
INTS7,11419,8986,3761,7365,13647,8465,9199,10270,15574,9282,10553,8365,7894,13052,2808,2680,927,2816,1134,1303
INTS8,14861,12147,6368,9486,12235,12712,7801,9935,14825,12537,10341,3388,9922,7064,2957,1906,605,3461,1277,48
INTS9,10984,3432,3134,10294,13794,11301,4713,11741,14116,10299,12694,10820,11458,8794,4463,1830,3404,1682,982,1080
INTU,7074,1528,5591,5185,13597,6464,3443,11354,12386,13264,15676,6324,12018,7232,12848,452,2729,1462,2450,13541
INVS,11002,6275,4006,11898,14450,8832,2645,14402,14669,6577,12629,6861,13849,12546,3224,5781,3982,448,378,97
IP6K1,9904,12139,8200,9149,11878,6832,8392,14388,7860,8492,11484,9181,10851,13376,1435,3064,992,2249,808,345
IP6K2,9863,13453,12421,12818,11769,9165,8688,11826,10745,3016,11600,9446,10707,9417,585,254,601,3831,1609,3564
IP6K3,10614,392,114,10954,16041,15643,1095,15901,2970,1240,14456,11423,1341,432,12469,15123,13541,14548,14422,13696
IPCEF1,9049,1957,11022,9537,2772,14078,10723,3617,7600,11063,12235,5910,15778,9047,962,9828,811,8559,1148,1379
IPMK,1532,2420,2744,6136,16023,7658,7836,15184,14356,7197,8513,5164,16085,11851,971,3076,2299,2602,3461,3267
IPO11,11995,8574,8933,9006,10010,12284,7499,9411,14772,4003,8773,12288,9307,7965,7112,4168,2571,1722,1552,2387
IPO13,6403,5807,11663,5097,8656,730,10138,11841,3954,10478,14205,13943,14765,2368,5260,8084,6716,6869,8155,8682
IPO4,2309,984,286,15995,11896,303,2561,12559,4311,745,2312,3920,2838,16145,14168,14644,14434,13820,15866,15792
IPO5,3670,9050,12694,14179,8036,7338,12823,11328,5943,7952,7284,10239,1809,11765,3282,5922,1978,4282,6469,5035
IPO7,10381,5863,12295,9193,6049,8949,11093,11462,7291,10147,8663,12235,9808,7017,320,1728,659,1020,12749,9810
IPO8,1048,1308,10327,6263,10507,1069,10848,12857,5454,5469,15078,10098,9704,14872,10635,9463,8141,3109,6330,4413
IPO9,9541,13477,5908,10972,10192,4973,10259,12725,8406,8386,10646,11389,11237,11989,2266,1978,3616,1457,1030,1131
IPO9-AS1,12982,9131,3926,9379,14555,11047,4503,7687,10688,10980,9426,13293,12453,8782,713,528,530,4018,3168,3034
IPP,12578,15386,14178,11727,12147,11338,8102,7089,5261,11360,9303,7006,9901,5752,2700,950,3380,4135,1329,655
IPPK,7079,13805,2631,9116,13747,10531,8320,9177,15265,3951,592,10621,13932,14738,4622,4067,5214,3608,5948,2304
IQCA1,9576,518,4559,4625,1633,12188,7277,2077,13199,9518,15482,3481,15268,15128,3930,5741,5399,11212,6405,6611
IQCB1,8332,11995,4950,7399,15613,6315,3661,13880,12699,6851,10240,8148,9086,15051,6757,5353,3740,714,1234,165
IQCC,1016,3736,2751,12104,10562,3949,5104,10624,12896,2233,9194,15263,15891,9507,1921,9969,12956,6861,3299,5232
IQCD,13471,4213,10855,9542,893,15993,8107,433,8191,11462,5010,4968,11518,10517,6829,6412,8909,13606,5123,7516
IQCE,13241,9751,8247,10942,6972,8861,8075,11564,11843,12113,10648,11107,8121,4501,5207,2011,2311,5137,1492,1306
IQCF3,14185,716,210,11614,2378,15911,180,1242,11078,14014,1841,10811,14978,1885,14593,15029,14046,15878,13896,11921
IQCG,14497,1698,6191,14339,6192,14009,4472,1035,11674,14832,10144,5095,4845,8760,5574,1609,4497,11668,8433,7012
IQCH,9985,3697,4686,10140,13987,13144,3805,11323,13769,12139,13452,4526,14288,9279,2917,111,440,4699,1334,2413
IQCH-AS1,3947,4515,7254,12432,14221,12988,1735,14121,12954,13081,10163,4981,15107,4449,10836,645,2159,6270,423,1480
IQCJ-SCHIP1,2752,2145,3598,1073,13548,8503,13208,13846,15492,14874,14336,1832,2877,2404,7579,9423,8310,8125,12134,13496
IQCK,9753,10274,2160,13353,12477,14315,7124,5857,11970,14410,11559,6744,11753,4273,7838,492,2317,8691,816,1506
IQGAP1,6765,9651,6802,11085,15463,7364,3635,14915,13063,10371,10868,5740,9849,11615,20,1044,17,208,11903,12414
IQGAP2,993,339,1126,1630,220,4980,255,81,1091,1920,9248,443,5571,6301,15711,16177,16190,16030,16235,16169
IQGAP3,12812,8739,1415,7413,1906,15377,8241,2117,170,11496,15666,11257,1054,338,14284,11953,13810,15872,9640,13729
IQSEC1,11041,14184,8958,11591,11558,5599,12981,13222,13094,5580,13716,6021,4550,6865,448,3031,1110,2355,2263,2210
IQSEC2,10013,4890,12814,11210,8990,11850,9216,4137,6896,13477,7976,9568,12532,9771,2482,2169,2224,5691,3326,4178
IQSEC3,10318,11610,12468,8994,13074,2019,10162,13408,6426,5497,15257,9947,5250,6846,914,3430,2522,3934,4094,4293
IQUB,7731,881,10131,3607,2857,9024,6876,12480,7090,13200,6872,4271,3680,15893,11739,6038,15055,5207,5496,9099
IRAK1,2187,2525,5256,5442,6735,2555,14500,15830,6503,13116,3583,11631,7184,8132,7375,9627,8812,7742,9411,10538
IRAK1BP1,6728,7161,3445,8932,15489,10588,2034,14806,15848,9266,6932,3978,13203,13033,11934,917,2665,4966,482,563
IRAK2,14740,9528,8500,15186,8058,15686,5886,3870,8727,9366,7681,4618,11131,5817,736,1343,389,7762,8474,2754
IRAK3,10684,2732,5953,6182,2135,5862,2089,127,3676,9452,1706,1604,989,69,14971,16193,15981,8975,16247,15873
IRAK4,320,4302,9540,15917,11388,13105,14382,13086,10766,2856,17,1330,14252,1574,15629,14561,12913,13941,7486,9286
IREB2,8391,9444,11036,10395,10805,6757,9010,13842,11454,9573,9016,10384,9348,8592,6277,3069,2935,1595,1095,1736
