gene_symbol,PEMN_1,PEMN_2,PEMN_3,PEMN_4,PIMN_1,PIMN_2,PIMN_3,PIMN_4,PIMN_5,PIN_1,PIN_2,PSN,PSVN_1,PSVN_2,Glia_1,Glia_2,Glia_3,Glia_4,Glia_5,Glia_6
ANKRD16,7979,7034,3966,4745,8398,13995,3330,12236,15861,3686,9437,5104,15352,13992,4042,2984,1441,4912,1920,4069
ANKRD17,11325,12105,9043,12926,14346,4673,5814,13871,13634,5291,9057,8746,12120,10959,1272,1999,1354,141,4947,4839
ANKRD18A,2597,3010,1279,2658,10986,7285,1985,11960,3780,8996,16258,1085,12302,6441,12815,13961,13401,13805,14249,13551
ANKRD18B,9477,13323,1264,2535,16062,15968,801,13081,15113,12281,11159,458,6149,3513,6977,7485,10329,11107,9158,7512
ANKRD2,9595,15070,14206,10453,2500,4519,14879,9180,15849,2292,973,5249,886,1120,9677,10594,8687,11227,13497,15324
ANKRD20A1,13764,277,8864,11368,12181,8898,3122,15438,3590,8698,9306,15021,776,1016,10945,11201,13889,11917,9638,9722
ANKRD20A3,14705,744,14159,16149,7805,12390,1006,1283,12803,609,1891,327,11552,14565,14298,13926,13830,15180,12081,13410
ANKRD20A4,15954,3513,2474,10538,1732,5872,130,3182,15900,4369,1473,9814,16231,1599,14145,14023,13446,12156,10953,10906
ANKRD22,15302,1833,15054,1576,6190,11720,11078,2589,592,1155,16172,799,5231,3047,14046,14819,14845,15643,14227,15190
ANKRD23,14146,12455,2655,15647,14014,11271,7989,9698,12934,6966,922,9571,13415,8420,936,8482,1778,2302,2629,441
ANKRD24,10431,10444,7999,14423,690,13908,2540,6497,7690,13965,4205,9499,7422,9557,6695,4183,5052,9218,5930,5039
ANKRD26,11493,11687,7721,11429,15167,11305,4606,12618,13597,7344,7233,6152,15011,10972,1045,383,718,702,1956,611
ANKRD27,9422,4488,9052,7720,7751,10766,8339,6490,8866,13325,8412,13544,7216,7651,5907,5937,5223,7221,3942,2774
ANKRD28,8490,14299,15057,15327,10414,2244,736,9701,6951,4215,14990,3500,7667,8353,9567,31,9905,163,14978,15214
ANKRD29,12168,14220,15180,15722,3349,8103,2054,3611,2509,4787,15467,7549,4183,3042,10373,7068,7839,9610,7314,9194
ANKRD30A,9849,7313,12423,15476,2964,14371,6657,1486,5502,12445,13271,3651,7166,8349,4487,5417,4424,7823,5772,5456
ANKRD30B,10065,897,10196,15770,9364,9817,4956,11775,15939,5620,11003,2381,10356,6166,2863,5868,4405,6332,5852,6283
ANKRD30BL,3303,2471,2692,7404,14302,4386,12021,15220,14586,13147,12553,8568,2770,7320,4241,5891,5688,2860,6179,6455
ANKRD31,10482,5716,9950,15370,9349,11377,3082,2400,9306,14928,14543,2397,12809,3251,7060,6654,7653,5892,4724,6737
ANKRD32,9785,6658,2268,6655,14810,9236,9223,14132,15082,3380,13828,10710,7613,11801,3613,1957,1265,3214,1966,2250
ANKRD33B,10131,3915,886,6300,1206,12489,1265,1215,1945,3294,7137,2579,15399,13571,1546,16268,14996,14768,14895,6395
ANKRD34B,16203,854,1191,734,2760,15536,967,6222,15657,14059,2071,1818,11054,2057,13483,14015,13900,15106,15200,12408
ANKRD35,10239,14922,10676,5254,10379,13367,15452,13788,9772,4550,8515,4511,1760,5606,1931,4145,1722,6509,3891,3405
ANKRD36,11961,7597,3155,9885,15737,3824,3095,13669,11253,6917,13551,9177,15279,12590,1533,7233,2254,348,395,243
ANKRD37,2458,16107,15573,2398,6750,10405,12360,4628,5584,148,5659,4299,818,5410,3871,5050,9048,11306,16077,15698
ANKRD40,3240,8513,14271,5076,11757,3379,12709,11843,4598,3689,3678,14268,8592,12557,4737,9120,7497,7004,9901,7343
ANKRD42,3108,3798,5906,11261,5149,7481,9872,6191,6799,11108,15068,5355,7590,15574,4693,3861,4835,2971,5846,8250
ANKRD44,11305,11816,10916,15329,16102,11079,2899,15356,9674,1396,11649,2382,10900,9073,1249,4088,1867,1049,4179,1925
ANKRD45,503,3123,1683,5721,6982,10251,4889,7193,16261,10889,9072,2597,13273,3449,15828,2927,13833,14808,4417,11151
ANKRD46,1401,4889,10387,4010,11789,2586,14043,12630,5341,4638,10097,13370,3721,14041,6633,8606,7227,7183,5769,7372
ANKRD49,6816,7278,3576,5202,14676,3212,8891,15037,7876,3793,15094,10525,11065,14501,1947,3664,2908,3376,2955,2859
ANKRD50,3619,3814,11992,11433,2149,82,10748,8213,1325,2416,7635,14791,8194,15256,14317,14688,12097,7426,10178,9534
ANKRD52,865,3955,6961,9034,13042,10649,11292,9926,5778,4123,8381,15242,3517,12096,6894,6801,7932,6579,5229,6791
ANKRD53,13603,10538,3510,7379,11398,12358,12434,14352,16163,1519,1380,986,1166,485,4271,1885,3323,13761,16025,15794
ANKRD54,14135,4549,14199,8329,3467,13554,13346,12560,10216,8942,7406,3945,8100,7417,1475,2796,3497,6668,2068,2977
ANKRD55,14055,6352,11151,16209,3040,13676,2453,2257,8269,3095,6461,8410,8681,3165,8605,9143,9947,11846,7552,9344
ANKRD6,5234,1177,9051,10484,3449,9747,8472,5783,15629,10533,12797,2231,14773,12165,11100,25,214,1039,15124,14744
ANKRD62,9777,11436,4558,9975,2081,15333,6142,1112,14378,15290,4584,1319,15153,419,9126,13279,13825,14415,10724,9782
ANKRD65,4398,12363,15785,1825,10807,608,16092,11667,1381,3006,1913,6708,6585,11141,10938,12780,12309,11465,12419,12433
ANKRD7,7860,14857,3977,10698,10550,9529,6576,7642,8678,4294,102,12161,15970,14137,5151,6661,2941,6229,3438,6487
ANKRD9,1330,4294,12200,5266,4874,3996,16193,11605,7366,532,1686,10730,8014,9433,11615,13170,12526,12179,13213,14219
ANKS1A,11256,10382,5411,10794,9592,10159,7565,11147,14375,7394,6705,9722,11460,13453,3966,2281,1229,156,2497,9343
ANKS1B,13016,11728,7356,13482,9213,4818,4015,6036,8753,7274,11702,10480,15407,12950,14163,822,100,455,89,5363
ANKS3,12906,12844,8556,8414,9217,11339,11097,12856,13757,11087,7226,8949,7389,3998,2719,2343,1668,4737,3183,1089
ANKS4B,5367,6877,1869,4225,1150,621,13345,1676,14937,14248,7532,2820,16246,7517,11393,7571,13595,13380,10738,8925
ANKS6,16158,15732,2888,15002,2942,12229,2672,2504,7247,10890,15167,1827,488,2349,11854,6913,6411,12974,6314,5748
ANKUB1,10271,11607,4789,13310,12042,11743,4462,8598,14243,12849,8605,5890,8225,12442,6298,1274,3385,3068,315,667
ANKZF1,10829,14598,10740,13476,14630,10035,2055,15355,13834,7375,5686,6188,9553,5671,1210,1264,3605,1694,2905,4235
ANLN,8610,7825,5473,562,15394,13685,12894,16066,12020,3888,302,8488,11028,360,13164,14002,11420,10456,9906,3886
ANO1,9567,3208,4756,8268,9682,13220,11230,14980,16100,11082,3253,2262,12487,3590,3992,6593,5569,11561,4843,6282
ANO10,3733,2257,7255,12138,13792,8905,7420,11318,13702,11708,12954,8964,11312,7829,1558,2765,1948,3706,2733,2034
ANO2,9240,2789,1623,4235,9650,5258,3364,5985,6420,12216,6220,16101,13168,8985,10967,10406,11665,11111,11054,11597
ANO3,9817,4028,1630,5226,6538,6510,2549,2740,3223,2649,5546,1791,16266,16129,13287,13273,13752,14082,13179,13052
ANO4,10048,2959,2939,1872,15963,13683,7814,15198,13670,14346,12430,1535,14074,3461,1808,5454,4426,5939,4438,5239
ANO5,9165,11671,12996,9861,7644,1873,9741,8802,4219,6779,13401,12699,10944,10774,8971,2726,3006,2410,1922,7060
ANO6,2182,2630,8939,10886,14132,4010,9860,12196,9881,7118,12570,10915,14040,12227,797,2636,1455,2640,3125,5078
ANO7,15666,1401,4669,11670,1848,15708,1606,1002,12545,12153,13542,5767,5762,5798,3520,8828,9443,8457,6228,9736
ANO8,1166,4971,6349,14221,6249,4428,8144,2780,14050,3914,14889,13155,10508,9959,5630,7084,6191,7102,6097,7573
ANO9,14989,238,12234,7208,712,13244,2420,1874,14539,14190,13593,931,9392,11067,11525,5504,12866,13113,12738,5047
ANP32A,11082,13707,6545,4721,3301,7622,11709,12305,11531,9736,5665,13036,6996,8389,12778,8056,6744,3215,850,865
ANP32B,246,9568,15161,11842,234,12430,11716,4572,7031,6774,13165,8978,4435,7008,13801,7648,9857,7158,5809,6934
ANP32E,4447,7207,6540,775,1492,4576,14374,7370,4871,13707,5587,14274,3620,10736,10698,9475,9900,11186,12144,12424
ANPEP,3370,8632,13247,7679,9949,14229,10725,943,10458,15314,8417,3106,2111,4091,8672,10482,9214,9399,10080,10841
ANTXR1,12638,14776,987,835,11647,10814,9060,10779,13955,6691,9936,303,30,717,16175,50,15617,2106,15736,15969
ANTXR2,362,929,824,1756,987,2103,265,728,678,1063,2400,15435,13878,14064,16056,16069,16087,13801,15670,15912
ANXA1,662,356,15466,14712,1480,131,11930,4195,10988,8790,15032,368,976,1379,10993,14512,13927,13206,15844,15890
ANXA10,15308,15098,12987,16108,3681,3297,1146,2088,4957,14435,7899,2552,1039,3388,11592,12183,11927,12319,10170,11316
ANXA11,7164,13355,12167,13264,4620,4618,11336,12672,3207,1996,4043,15392,2167,6585,10807,11838,11680,7518,9115,8227
ANXA13,15913,16099,11215,8496,7848,14052,750,3059,11275,8750,11387,1316,2781,4443,9831,7516,5431,12866,3988,2369
ANXA2,368,3030,4443,2888,12714,8447,12328,13413,6667,8400,4104,13508,12406,13595,48,6620,517,1673,14774,15646
ANXA2R,4431,1671,474,14478,14172,799,552,15264,6720,1089,16214,6182,4745,2895,13886,15332,13948,15005,14044,15164
ANXA3,2268,2722,3997,225,3456,8896,2628,2532,2249,8411,16255,3679,8380,3433,14549,15816,15448,15578,15263,13075
ANXA4,11289,8828,4843,5130,2212,14830,8217,5346,14795,14634,11810,4325,9792,3526,11367,12637,8018,7359,969,797
ANXA5,1824,5250,1517,494,14520,1644,13175,15771,4703,6068,486,9278,10276,15890,5673,12355,10298,3346,15557,14910
ANXA6,4055,4148,6927,6562,7405,1257,12843,11636,5854,7635,6105,14829,11366,13731,7832,8118,7958,5822,6446,7551
ANXA7,7279,5200,12390,10467,10385,7710,11695,10436,10172,11505,7625,10327,11670,8099,899,1664,1894,3117,4976,5206
ANXA9,9708,3189,15496,15924,5037,11221,10604,4125,14488,5364,708,4783,1592,3661,11069,10912,12475,13114,10611,9820
AOAH,9935,7495,8270,12720,1087,14196,310,2670,10221,12491,14451,9420,7889,7117,6976,11423,5274,9064,4071,4307
AOC1,13728,13196,1299,14331,959,12694,1461,16085,15855,3930,12488,662,8643,88,14964,14049,12667,13263,6568,7333
AOC2,2842,14731,13255,1002,10458,3215,1742,13526,12140,15855,2612,2764,3351,2408,13138,13382,14319,12730,13313,14352
AOC3,16160,1102,1651,36,796,3,11003,15460,1639,3239,11315,13181,159,12290,15356,15763,15545,8672,15216,14543
AOX1,5280,789,14944,3018,4612,16107,12459,4333,6631,7689,5914,6969,7285,877,11570,11974,14728,13374,12755,13161
AP1AR,4283,8762,11471,2557,13096,1070,13133,14654,4355,11200,9787,10290,7125,12974,3770,4866,4387,3868,5883,9103
AP1B1,8310,13956,12649,12444,2161,11542,10729,8559,6151,4559,10024,11597,8304,9700,1669,1856,3814,6743,3435,1584
AP1G1,8238,8689,11517,8724,9389,7786,9154,8657,11850,13000,11049,10085,12395,5130,3567,2594,3267,797,5777,5079
AP1G2,11348,3020,13037,14711,12631,1392,4399,10214,8862,5363,15871,3703,9390,8635,1615,4744,3724,5185,6086,6522
AP1M1,1560,9405,14405,7970,4569,3278,13418,14544,8363,6144,8082,9013,4272,12724,4125,5515,6226,6196,6028,5922
AP1M2,15156,4086,9596,9335,290,16126,6585,6677,6615,11402,7386,3722,8196,7377,5755,4660,12180,10232,6786,2683
AP1S1,4688,6315,10548,1646,6678,2275,13087,6165,2028,9505,2805,15716,10733,9883,10516,12324,11939,12065,12045,12520
AP1S2,11290,11126,9523,8129,11775,2404,13923,15243,8954,249,407,13588,610,1587,15751,15126,15458,1182,11419,14726
AP1S3,12870,6558,3640,6576,5244,8784,2923,1502,4960,4946,5134,4383,16211,16085,9959,7959,8665,9617,9166,7567
AP2A1,5834,12839,13983,5438,9805,5644,12216,7975,4909,8246,6203,14090,7545,9186,3851,6357,5483,4787,7908,7218
AP2A2,5202,5926,5813,5163,15110,5230,13177,15865,10151,3995,10201,8745,12748,12666,1093,3267,1028,2418,3785,3284
AP2B1,5455,11551,8577,9101,12144,6219,11780,12247,11297,8827,6921,11393,8397,11381,1472,3024,1929,2128,5418,2893
AP2S1,1400,9686,10374,2925,4291,5701,15942,7856,4425,4153,4815,14323,4640,10406,8980,10518,10633,10490,10703,10648
AP3B1,4785,1321,2654,3039,15430,9863,9433,15353,15258,3205,9587,6026,15440,14832,6006,5789,3961,1844,3187,2593
AP3B2,13925,11077,7545,13039,15168,9710,6846,11115,12779,8190,12161,6025,11575,9250,85,278,91,2625,989,1001
AP3D1,6909,9404,9433,7123,8927,7388,12513,13826,5864,8012,9803,13156,2731,9834,3824,3795,2094,6297,5131,4120
AP3M1,8489,3649,8762,7075,12662,13156,9724,11463,9418,13212,5866,10602,10188,7234,1483,4601,2125,4331,4778,2799
AP3M2,8587,9779,12048,3428,7388,1513,13462,11374,2340,9712,9540,14196,5224,9391,6610,9065,8399,7171,6289,6819
AP3S1,1658,10360,11733,8708,9124,4892,12767,9204,7160,9532,9277,11840,10849,11439,3449,4002,1872,3510,5755,4397
AP3S2,3102,6456,10040,1506,3395,3683,14126,15553,3459,5142,6423,14800,1274,8385,10434,12251,11349,9935,11315,12079
AP4B1,3492,9748,11544,7237,12615,5059,4806,8582,7102,13227,3320,11721,10503,14411,3952,7563,3880,3285,8050,7892
AP4E1,10794,8619,6977,12335,11598,7396,7715,10195,11494,9241,7138,8931,3847,15219,3092,5120,4239,3621,738,1573
AP4M1,5718,5601,13815,14847,3457,4370,4370,5189,5363,14069,11300,10791,11664,6224,8055,3133,3846,7558,7404,9101
AP4S1,12173,14695,6079,12955,6575,12977,2994,5454,6320,10774,14930,8749,705,10019,2738,2237,2376,3950,4986,5182
AP5B1,13993,2422,12846,3862,1692,11061,8718,11923,3632,12553,13919,11266,12935,340,5123,9320,3341,6382,11791,11538
AP5M1,4262,6872,15826,8970,8599,137,12375,14109,6784,3422,6974,9091,10418,12151,8544,8984,5819,5688,7442,6705
AP5S1,14342,1965,11196,15981,11450,5979,1660,9156,9581,9206,5970,11857,1930,5413,6082,7450,7014,8630,6402,6426
AP5Z1,10727,3281,10055,13145,9841,11833,8344,8591,13723,10570,4086,8729,12740,10595,1604,2671,1596,3497,1998,5356
APAF1,10864,15140,11409,15270,10242,3839,6008,12086,7757,1266,4359,3290,11035,15827,4839,8417,7073,4837,4487,5111
APBA1,2226,1224,3055,8157,10282,1038,11197,7683,13112,14355,9217,7939,15474,14230,11254,4709,4836,2370,4788,8673
APBA2,11630,14381,7332,9143,10850,9364,4851,5251,4259,10440,7941,13919,12923,12711,1852,2061,1698,6718,2490,3424
APBA3,9371,622,758,7528,7189,11855,15319,4153,7639,2767,3973,14131,16090,11571,9215,6855,12992,9123,8534,7334
APBB1,7257,7128,11462,9010,9058,7062,11838,9706,8412,11527,8423,10375,7041,12718,1954,3841,2241,4973,4009,2164
APBB1IP,11392,3041,5386,14075,2096,14864,2232,1574,9068,14976,12441,4130,13463,8123,4985,6887,5822,8514,5420,5933
APBB2,7402,9646,12709,15320,3991,8446,8304,10594,15041,7351,14551,1919,2811,5262,3898,11269,1924,5378,4307,4082
APBB3,5050,3279,13172,13628,4285,9417,12240,863,8034,7998,5990,10917,10601,14088,10524,3570,3781,7896,11290,4912
APC,10824,4756,6063,11803,15155,8217,8547,12643,13559,12468,11701,6516,13210,6657,1519,2147,362,1810,742,1091
APC2,5816,5728,11098,5434,7593,1571,14552,11124,3214,9948,8714,13796,6031,10314,6239,8057,7162,7029,7189,8042
APCDD1,10260,2712,334,5726,6232,5871,1157,2986,3098,822,8191,6925,3282,2384,15510,16274,15783,15977,15376,15246
APCDD1L,104,14683,4787,9504,6211,13301,3075,143,13805,14334,13626,4622,5434,11087,7147,8549,9898,13485,8562,8260
APEH,3191,4490,10345,1670,7697,1413,12337,8347,1353,5002,9563,13474,9806,15726,8573,11763,9001,9175,10387,10133
APEX1,10207,13631,10465,12599,9231,3859,10690,7088,5849,12821,8351,13458,10217,966,6255,6900,6770,8250,5740,5667
APEX2,3909,14279,13376,6729,5561,1058,10062,7635,333,9099,15137,3788,706,15628,10762,10441,9502,9832,9371,7959
APH1A,5971,11925,13716,742,5728,3329,14294,14332,3614,4148,5235,12889,2042,13049,9377,9495,8428,7260,11345,11422
APH1B,5012,11718,7062,8311,12254,3219,11935,14740,9510,8188,5828,9158,14383,14024,2896,3473,3382,3567,854,1166
API5,6040,4400,4510,6295,9149,7430,11048,10446,5717,9535,5993,15236,10346,13217,6684,7015,7154,6045,5012,5348
APIP,5127,3508,15004,10036,3772,4340,9133,12177,6258,11543,6122,4235,8174,14322,15770,5996,14993,1138,8,3433
APLF,1770,2833,2184,4999,15557,8191,4515,16046,15238,3524,2366,3712,16059,14318,9261,10098,8145,3753,4462,3979
APLP1,8507,13109,14550,4269,4274,4855,14141,9061,3237,6410,5046,13426,5937,10336,4942,7979,7348,7902,7984,8178
APLP2,4908,13070,10496,2597,10825,2892,14180,14734,3692,6369,4382,8841,9480,15353,2921,6916,5302,5087,7183,8572
APMAP,1983,8829,15450,2869,8746,641,12859,14515,1631,3367,5623,12901,5093,12935,9536,11243,10880,9550,11481,11075
APOA1,3886,1516,12530,1275,16218,10041,16231,13184,435,1003,3071,656,4271,2745,14692,15728,13700,16055,13830,13879
APOA1BP,2393,13696,15908,4985,6849,4698,16015,7566,1698,1551,1796,9391,6379,8745,11566,12625,12359,12224,12677,12721
APOB,11138,13862,4737,4173,2846,15422,6313,5319,1882,5263,16119,3867,8896,696,11135,11850,12002,13066,10722,7729
APOBEC1,11549,1571,4072,14691,3472,15518,650,2566,12220,15475,4710,4094,8579,1046,12956,11602,10508,15677,12205,13383
APOBEC2,15355,1847,12162,633,3233,9204,425,3052,15145,15638,334,1008,6710,406,15573,14843,15513,16156,15421,15108
APOBEC3A,15995,640,11331,544,2086,3583,1998,1127,10297,13563,15925,281,14744,1764,11943,14496,14486,15946,11554,14908
APOBEC3D,12681,1615,1129,14879,2601,7409,1318,6307,2802,320,8197,14321,10690,16032,12942,14880,13508,14173,11401,12465
APOBEC3G,14113,6018,9965,7665,532,14851,7660,1804,10989,11798,366,7807,11707,13349,8701,7922,5662,13923,5324,8069
APOBEC3H,3530,13440,4334,11947,12199,16204,3358,2753,8343,12677,403,5379,1578,477,14970,10168,14669,14683,13886,13098
APOBEC4,6811,8134,2933,965,8601,7105,3936,9260,10695,5108,2534,1865,7779,16252,12748,13610,13257,13413,13221,14052
APOC1,3037,8877,16236,4328,4199,6598,12023,4711,2671,5328,9287,7870,2213,5940,11926,12604,12094,12641,12410,12690
APOD,2437,1414,13132,3133,8664,6087,15734,3156,1772,5807,5079,14844,7993,10039,11168,13123,12464,12534,12768,13087
APOE,1520,6649,7845,3715,4125,3814,16216,14343,873,3201,570,10965,4508,6037,15620,9952,8748,15222,9834,15463
APOF,14557,1070,3248,12305,3497,15104,2926,13279,271,784,2458,15675,15191,2307,13366,13840,15071,12440,13090,13049
APOH,10683,4187,2264,10847,1597,15570,11504,1739,12616,14915,11648,3260,6467,4627,12170,5708,6995,15113,6823,3347
APOL1,5446,2749,1926,5073,3292,6651,14489,7126,2823,9035,6887,16067,9381,4479,11560,13225,11802,13131,13339,13044
APOL2,2652,2460,8632,2700,7988,1168,14230,11097,2889,11019,3329,15359,4826,9165,10996,12357,12282,11485,12526,13361
APOL3,4854,3939,11919,14754,12297,5262,12438,15269,1853,4819,3898,14156,922,3902,8823,12213,9641,10146,11162,8035
APOL4,7635,8605,872,2013,12611,6640,8411,5213,2396,1661,2486,3641,5987,16273,14087,13989,14205,15289,14867,15756
APOL5,5118,1914,539,1642,12602,12007,645,11383,14537,16184,3644,829,5420,3110,14798,15167,14726,15402,14928,15784
APOL6,938,1190,1424,1114,11570,1163,14431,7222,2872,5416,7266,15804,6030,14990,13712,14321,12778,12626,13778,14646
APOLD1,7601,9038,2970,11568,15956,16201,6744,7367,8710,11677,2888,4080,4890,3671,10218,8338,5539,8974,4555,5488
APOM,14084,15155,5074,14749,4460,15867,8939,2521,3695,9091,11858,6110,10412,256,6325,6016,4780,7145,10701,7264
APOO,7110,12680,12782,4969,6119,6614,15048,11026,3479,7437,4613,12897,6547,9010,6521,6864,5740,7420,7436,5360
APOOL,3467,6238,7468,10911,10922,9801,1593,8608,10390,15585,7752,5828,9658,12013,9296,3908,6286,3990,4060,7391
APP,1643,11738,14184,12787,11316,6446,12744,15544,9403,3257,3682,2187,10987,14079,14702,382,4417,1657,4847,8461
APPBP2,12204,13802,9480,11966,4256,10529,7169,9746,10126,11864,12163,7860,9394,7351,8587,2022,2951,982,960,455
APPL1,5021,7273,9201,3478,11963,4976,10502,10187,6367,9110,7751,12089,13118,15153,3662,5801,5364,3336,4372,3188
APPL2,5167,3942,13645,9470,15644,11012,1888,8939,13472,9453,10400,6217,14101,10717,4884,5627,5025,1333,661,511
APRT,6602,4707,8418,1604,8478,6327,13519,8373,581,5157,1984,16009,10135,8130,12332,12961,12695,12554,13263,12832
APTX,4530,10778,9407,6038,12891,9343,6764,10184,11872,6874,12733,9132,2827,14840,4812,2358,2652,4380,3458,1311
AQP1,6938,15583,11805,3139,7962,2612,14818,16213,1131,683,4318,7444,3938,2965,12740,13359,13151,12541,13847,14127
AQP11,12427,15350,7240,10864,985,8367,8087,1713,7384,13394,10305,10152,880,12944,4361,5428,4212,12069,4884,5669
AQP3,8790,3610,918,3231,10393,11738,1460,3973,1520,1626,5403,16267,8879,4087,15329,15365,15270,15755,15180,15540
AQP4,783,413,7595,329,8240,6690,1200,9413,2463,356,1182,160,1162,15926,16156,15619,15838,16247,13882,15949
AQP4-AS1,273,621,1798,439,5,10119,343,3786,11005,1485,120,223,15696,11916,16165,16083,16016,16208,15492,16044
AQP6,585,14839,14606,243,955,10052,928,4046,49,276,983,2387,896,1129,16151,15989,16223,16210,15746,15673
AQP7,4273,1715,1397,13806,5711,4069,348,2070,1901,7427,1699,4004,1861,1781,15156,16273,15815,16062,15724,14901
AQP8,8750,4072,7923,5758,14595,14236,499,6733,217,2180,16008,3298,502,15411,12316,8529,13009,14070,10429,10845
AQP9,6340,2000,974,1977,16201,12394,4903,16231,16002,1617,5900,1684,3265,3693,12477,13682,13622,12889,13569,13209
AQPEP,15990,13326,42,10255,3830,9692,4219,6581,7279,13799,15977,1722,14321,725,10587,11021,12427,8451,10418,8111
AQR,13940,12757,4626,6912,13831,10448,6298,13897,13872,11752,7871,8238,7024,9686,9356,1897,3329,635,1186,173
AR,12977,15118,11594,12564,5027,2290,8385,7805,2311,4217,15796,10362,7478,3881,4416,6013,5673,6217,6131,6578
ARAF,10298,4297,5779,8942,5732,7217,10187,6342,1937,15472,8253,14116,6400,3624,8430,8609,9753,9988,11240,10310
ARAP1,7904,7011,13402,10824,13476,1486,3920,12944,8871,10277,14622,10805,10929,3010,5075,4917,5513,3947,4192,5565
ARAP2,1773,1089,574,991,6243,5376,944,3537,1624,1438,858,848,2400,1452,16148,16011,16189,15932,16211,16225
ARAP3,15282,13197,4456,5961,15845,12790,4142,16250,2892,4588,523,2334,185,5051,15441,4323,14565,11283,2407,12087
ARC,2797,2698,6633,1807,1506,460,12630,4648,1729,11987,1986,11992,8546,11706,2629,6278,5410,8114,16138,16046
ARCN1,3433,7874,12475,6686,2811,6794,13999,10981,4045,6783,4566,12523,2786,14274,7827,8444,6957,5878,8652,9219
AREL1,9607,12756,7426,11549,8206,2381,10439,8012,9541,9451,10734,13092,3110,11504,2663,4021,3118,3325,4488,6186
ARF1,1116,11186,13448,5591,5589,822,15247,14998,2222,3440,4151,11871,3447,13059,8101,10456,8932,8400,12524,11991
ARF4,7455,12779,14528,5962,4696,9500,13116,7415,9508,1678,6547,13026,2689,11357,3792,3937,3111,7035,10992,11738
ARF5,4975,5981,14297,4379,5336,2468,15167,5222,2123,5174,3229,15175,4961,8515,11258,12665,12545,12932,12645,12503
